timestamp,anglesHipRightX,anglesHipRightY,anglesHipRightZ,anglesHipRightAbs,anglesHipLeftX,anglesHipLeftY,anglesHipLeftZ,anglesHipLeftAbs,anglesKneeRightX,anglesKneeRightY,anglesKneeRightZ,anglesKneeRightAbs,anglesKneeLeftX,anglesKneeLeftY,anglesKneeLeftZ,anglesKneeLeftAbs,anglesAnkleRightX,anglesAnkleRightY,anglesAnkleRightZ,anglesAnkleRightAbs,anglesAnkleLeftX,anglesAnkleLeftY,anglesAnkleLeftZ,anglesAnkleLeftAbs,anglesSpineMidX,anglesSpineMidY,anglesSpineMidZ,anglesSpineMidAbs,anglesShoulderRightX,anglesShoulderRightY,anglesShoulderRightZ,anglesShoulderRightAbs,anglesElbowRightX,anglesElbowRightY,anglesElbowRightZ,anglesElbowRightAbs,anglesElbowLeftX,anglesElbowLeftY,anglesElbowLeftZ,anglesElbowLeftAbs,positionsHipRightX,positionsHipRightY,positionsHipRightZ,positionsHipLeftX,positionsHipLeftY,positionsHipLeftZ,positionsKneeRightX,positionsKneeRightY,positionsKneeRightZ,positionsKneeLeftX,positionsKneeLeftY,positionsKneeLeftZ,positionsAnkleRightX,positionsAnkleRightY,positionsAnkleRightZ,positionsAnkleLeftX,positionsAnkleLeftY,positionsAnkleLeftZ,positionsSpineMidX,positionsSpineMidY,positionsSpineMidZ,positionsShoulderRightX,positionsShoulderRightY,positionsShoulderRightZ,positionsElbowRightX,positionsElbowRightY,positionsElbowRightZ,positionsElbowLeftX,positionsElbowLeftY,positionsElbowLeftZ,Right,Left
201610051627119282,5.131124,-48.34785,9.015044,10.26359,-0.06869394,67.9925,-7.07256,7.040097,-19.05343,-123.0665,-7.464911,20.35587,-12.90947,115.8988,7.690524,15.054,83.36838,237.8364,-14.69263,83.52056,79.16656,-155.2702,-14.64836,79.71193,1.913112,35.62746,-0.344803,1.942328,20.59781,58.10464,-9.045897,21.83465,21.11542,79.29615,-9.780193,23.1909,88.76799,-45.8359,136.9942,91.58711,0.3503086,0.8278095,3.985976,0.2123142,0.8279118,3.985976,0.4020433,0.5014538,3.940238,0.1695304,0.4821695,3.968994,0.4119739,0.1194933,4.014273,0.1729981,0.1788406,4.022763,0.2833089,1.090362,4.030836,0.435449,1.262121,4.031013,0.4835856,1.032557,4.027076,0.0899542,1.052145,3.972096,0,0,
201610051627119818,5.287285,-47.19833,8.946254,10.29073,0.1610112,69.61753,-7.140582,7.16612,-19.08404,-122.677,-7.489277,20.39531,-13.03129,115.7199,7.654821,15.13703,84.92984,250.931,-17.06623,85.11433,79.96747,-96.70201,-14.54374,80.44669,1.904426,41.31516,-0.3326986,1.933111,20.36797,65.5732,-8.651237,21.59143,21.08173,80.35782,-9.666409,23.12715,86.80508,-44.69491,134.5379,89.52885,0.3511258,0.8281986,3.985863,0.2130544,0.8278676,3.985862,0.40307,0.5016649,3.940598,0.1704951,0.4824896,3.968905,0.4128138,0.1294692,4.013558,0.1739354,0.1805304,4.023111,0.2835985,1.090666,4.029521,0.4351322,1.262474,4.029403,0.4835497,1.033197,4.026749,0.0914726,1.05289,3.972556,0,0,
201610051627120078,5.33572,-46.25954,8.802554,10.19965,0.3498861,70.50977,-7.220716,7.276299,-19.02909,-122.6403,-7.388136,20.31111,-13.18285,115.9819,7.7254,15.29466,85.75683,248.6823,-18.09646,85.9496,80.92394,-41.42675,-14.34503,81.32999,1.900554,44.56676,-0.3256745,1.928771,20.27781,70.04739,-8.604481,21.57649,21.19231,81.1857,-9.66032,23.22719,87.40182,-44.89076,134.9313,90.06444,0.3477683,0.8283982,3.986439,0.2096357,0.8277735,3.986438,0.3993202,0.5007492,3.941603,0.1668987,0.4825481,3.969201,0.4089702,0.1368594,4.013303,0.1705532,0.1818063,4.023808,0.279956,1.090715,4.029437,0.4312073,1.262533,4.029232,0.4797883,1.033154,4.027247,0.08696682,1.052573,3.97273,0,0,
201610051627120308,5.368751,-45.59296,8.698278,10.13286,0.4919148,71.13208,-7.275319,7.351204,-18.96478,-122.7601,-7.34185,20.23706,-13.15115,116.1088,7.75061,15.27376,86.31234,244.6313,-18.63824,86.50589,81.58598,3.408764,-14.06101,81.92921,1.898452,46.84729,-0.3199016,1.926193,20.34087,72.79343,-8.473041,21.65238,21.14929,81.77361,-9.727241,23.21714,88.37854,-44.80922,135.7738,90.92818,0.3450492,0.82854,3.986979,0.2068529,0.8276949,3.986979,0.3962932,0.5001958,3.942481,0.1639843,0.4824932,3.969518,0.4056942,0.1423249,4.013137,0.1676919,0.1793609,4.024164,0.2770446,1.0907,4.029513,0.4282259,1.262572,4.029281,0.4769165,1.033976,4.027698,0.08363016,1.051692,3.971915,0,0,
201610051627120628,5.406418,-45.13697,8.609098,10.08118,0.6389675,71.66884,-7.325411,7.433692,-18.92318,-122.768,-7.313421,20.19101,-12.94637,117.6925,7.988598,15.23446,87.0955,245.6824,-19.70317,87.29995,81.97443,43.9355,-14.16189,82.27724,1.905101,49.1334,-0.3187951,1.933314,20.18629,75.85724,-8.302211,21.53709,21.35056,81.92561,-9.455812,23.30028,86.66832,-44.63367,133.3726,89.31602,0.343506,0.8288082,3.987258,0.2051939,0.8276297,3.987257,0.3945679,0.499724,3.943137,0.1623234,0.4830158,3.969631,0.4037086,0.1483235,4.012846,0.1676238,0.1702278,4.024418,0.2752531,1.090759,4.02925,0.426039,1.262789,4.028742,0.4750659,1.035043,4.027953,0.08167466,1.051209,3.971956,0,0,
201610051627120988,5.554027,-44.95133,8.55811,10.12003,0.8354228,71.54595,-7.340799,7.485837,-18.94588,-122.955,-7.283737,20.20338,-12.76636,119.466,8.226196,15.21527,87.71758,244.6443,-20.89054,87.93308,74.16064,80.70068,-12.58057,74.45261,1.87236,52.01207,-0.3331146,1.904627,20.01161,79.21993,-8.249128,21.44331,21.31315,82.19706,-9.315056,23.2133,88.4167,-45.08804,134.6062,90.87643,0.3471352,0.82959,3.987573,0.2088705,0.8280227,3.987573,0.3981736,0.4992507,3.943266,0.1659961,0.4835247,3.969648,0.4071615,0.1534807,4.012094,0.1730449,0.1584699,4.025038,0.2788929,1.090827,4.028849,0.429444,1.262959,4.027878,0.4786806,1.035912,4.027709,0.08475556,1.051436,3.972585,0,0,
201610051627121264,5.703688,-45.05609,8.524719,10.17523,0.9772334,71.0498,-7.34235,7.508189,-18.98479,-123.321,-7.243608,20.22653,-12.55886,121.215,8.483494,15.1881,88.0156,240.0761,-21.76477,88.23581,67.7866,109.7578,-11.85598,68.13235,1.836739,53.91933,-0.3507205,1.873682,19.7921,81.3058,-8.349134,21.34116,21.26232,82.47408,-9.338165,23.17657,89.6752,-45.43344,136.229,92.0636,0.3555651,0.8303455,3.987573,0.2174132,0.828499,3.987573,0.4065859,0.4983461,3.942757,0.1744221,0.483862,3.969444,0.4154626,0.1568547,4.010784,0.1832339,0.1481476,4.025103,0.2875489,1.09085,4.028325,0.4379856,1.263072,4.026809,0.4873807,1.036404,4.026859,0.09228601,1.051179,3.973236,0,0,
201610051627121644,5.80777,-45.15912,8.437577,10.16139,1.106331,70.79073,-7.341209,7.53378,-18.94631,-123.4667,-7.130654,20.15415,-12.28401,122.7454,8.710147,15.09278,88.43178,237.3805,-23.08793,88.66582,69.51435,138.9217,-13.04486,69.83211,1.796326,54.1614,-0.3562956,1.835677,18.6298,83.49142,-8.512554,20.49959,21.1012,80.93641,-8.536575,22.74089,87.63312,-46.93339,132.7921,90.27007,0.3652173,0.8312778,3.987756,0.227167,0.8291363,3.987755,0.4160296,0.496909,3.942715,0.1841378,0.4844612,3.969593,0.4249326,0.1608227,4.009603,0.194595,0.1379779,4.025233,0.2973804,1.090968,4.027914,0.4475823,1.26326,4.025523,0.497159,1.037138,4.026046,0.1005871,1.050802,3.978138,0,0,
201610051627121964,5.895028,-45.54231,8.363687,10.14983,1.189297,70.29182,-7.32298,7.529542,-18.91945,-123.6403,-7.002829,20.08752,-12.14263,123.9275,8.935246,15.10174,88.62212,232.2684,-23.94542,88.86407,64.83531,160.6033,-11.05108,65.10374,1.758026,54.21326,-0.3631348,1.799814,17.4586,85.08755,-8.685787,19.63359,20.72495,79.72373,-8.115369,22.22635,84.09533,-47.78625,126.0259,86.98828,0.3747566,0.832004,3.987946,0.2368013,0.8296865,3.987945,0.4253097,0.4953762,3.942627,0.1937045,0.4848106,3.969868,0.4343271,0.1633098,4.008642,0.2060155,0.1227488,4.027313,0.3071874,1.091047,4.02767,0.4573191,1.263374,4.024501,0.5068071,1.041054,4.025383,0.1091177,1.051136,3.983214,0,0,
201610051627122319,5.993369,-45.39888,8.303945,10.15605,1.298585,70.34255,-7.334339,7.558762,-18.8936,-123.822,-6.936685,20.04225,-11.72963,123.9123,8.906831,14.74452,88.77957,227.0745,-24.48887,89.02511,67.00993,182.2809,-11.93793,67.2409,1.741798,58.84588,-0.3751203,1.786708,16.30955,91.66689,-8.772403,18.74632,20.60489,79.24813,-8.304888,22.19596,80.65134,-49.58212,118.4033,84.00145,0.3801984,0.8326403,3.988301,0.2423334,0.8300663,3.988301,0.4306314,0.494422,3.942783,0.1991198,0.4849831,3.970195,0.4396236,0.165508,4.008081,0.211074,0.1205564,4.025455,0.3127575,1.091164,4.027576,0.462963,1.263507,4.023849,0.512549,1.037909,4.023408,0.1140093,1.051365,3.988138,0,0,
201610051627122593,6.036991,-45.59626,8.342293,10.21205,1.361453,70.17831,-7.338561,7.567114,-18.87138,-123.8937,-6.992128,20.04071,-11.58622,123.7482,8.87198,14.59808,88.72858,220.7056,-24.07712,88.96471,69.4015,195.7967,-12.2769,69.59802,1.742386,61.57283,-0.3747712,1.787097,15.46009,95.63854,-8.85559,18.07319,20.51892,78.62267,-8.441624,22.16987,75.90034,-50.87971,107.3313,79.83537,0.3737002,0.832944,3.989128,0.2359306,0.8302724,3.989128,0.4243889,0.4944487,3.943545,0.1926012,0.4850149,3.970897,0.433252,0.1645626,4.008895,0.2040625,0.1225311,4.024984,0.3063363,1.091188,4.028332,0.4567122,1.26355,4.024634,0.506313,1.034542,4.022844,0.1070162,1.051404,3.991995,0,0,
201610051627122943,6.077875,-45.3072,8.341943,10.23486,1.463398,70.45741,-7.387235,7.629644,-18.81057,-123.6753,-6.978178,19.97931,-11.50843,123.4506,8.83821,14.50592,88.74273,214.7459,-23.88894,88.9764,71.45773,211.0515,-12.46916,71.61929,1.739593,63.92643,-0.3610554,1.78195,12.0198,109.5028,-9.209232,16.20842,20.47837,78.55315,-8.531938,22.16808,70.5585,-58.41634,85.67085,74.19083,0.3654014,0.8332087,3.990147,0.2278,0.8303243,3.990147,0.4162269,0.4944369,3.944622,0.1842248,0.4851086,3.971658,0.4253155,0.1629854,4.010013,0.1950879,0.1240991,4.024915,0.2980203,1.091187,4.029175,0.4483331,1.263721,4.025367,0.4980281,1.032718,4.023031,0.09767681,1.055247,4.006512,0,0,
201610051627123439,6.017202,-45.35268,8.301103,10.17097,1.534205,70.50669,-7.462531,7.720296,-18.6703,-123.4111,-6.927738,19.83302,-11.40831,122.7683,8.77728,14.37984,88.8348,208.2078,-23.57326,89.06575,73.39456,230.1269,-12.24597,73.51344,1.715239,53.76274,-0.2793514,1.749731,9.156708,105.9701,-9.030597,13.97352,20.38392,78.27852,-8.505872,22.07343,62.85131,-63.23167,65.28745,66.68481,0.350139,0.8334098,3.991446,0.212576,0.830257,3.991446,0.400814,0.4944352,3.946346,0.1685711,0.485214,3.972622,0.410071,0.1619005,4.011536,0.1784694,0.1272559,4.02461,0.2826327,1.091085,4.030546,0.432649,1.263923,4.026667,0.4824314,1.030339,4.02377,0.08233196,1.0575,4.018523,0,0,
201610051627123779,5.801233,-45.33181,8.23678,10.00649,1.492251,70.92754,-7.569531,7.816706,-18.45356,-122.9644,-6.859698,19.60869,-11.44735,120.7368,8.56552,14.28503,79.77841,199.9265,-19.41895,79.97166,75.44869,158.172,-11.61595,75.527,1.716477,44.34286,-0.2035138,1.743518,6.992013,101.7372,-8.861515,12.22362,20.40151,78.07791,-8.492719,22.07965,56.18894,-66.87901,48.98222,60.09567,0.3289714,0.8331767,3.992057,0.1912447,0.8294138,3.992057,0.3792686,0.4946664,3.947862,0.1467021,0.4849758,3.973056,0.3887197,0.1592019,4.0131,0.1545351,0.1331594,4.024263,0.2611517,1.090817,4.031692,0.4108987,1.263885,4.028167,0.460683,1.027717,4.024772,0.06095225,1.05836,4.02688,0,0,
201610051627124134,5.595021,-45.0961,8.154078,9.83089,1.44943,71.686,-7.689211,7.923043,-18.20518,-122.3158,-6.743832,19.33804,-11.54644,118.8435,8.403889,14.26899,80.61779,193.1958,-18.62218,80.80151,77.30431,94.16977,-10.94392,77.34995,1.761172,39.02582,-0.1349195,1.781861,5.127827,101.2263,-8.497998,10.55512,20.55696,78.65849,-8.578498,22.24823,49.6661,-69.46027,34.17267,53.34402,0.307965,0.8328109,3.992204,0.170002,0.828261,3.992204,0.3577687,0.4949883,3.948994,0.1249077,0.484602,3.973163,0.3676634,0.1558706,4.014262,0.1309731,0.1395282,4.02395,0.2397697,1.090562,4.032253,0.3892502,1.263796,4.029408,0.4390248,1.027196,4.026253,0.04041948,1.058268,4.033784,0,0,
201610051627124304,5.296543,-46.8405,8.157606,9.687891,1.325769,70.32536,-7.736471,7.943625,-17.98829,-121.674,-6.620178,19.09349,-11.7345,117.3333,8.303172,14.36245,81.4333,188.1336,-17.92638,81.6076,78.82589,41.68605,-10.49909,78.85168,1.723764,26.83363,-0.0388849,1.744643,3.565978,92.6004,-8.203044,9.364594,20.74508,79.72842,-8.62693,22.42909,44.56645,-72.51942,24.39517,47.85639,0.2917428,0.832405,3.992136,0.1534451,0.8272715,3.992136,0.3410066,0.4954391,3.949892,0.107886,0.4856586,3.973015,0.3513792,0.1521882,4.015451,0.1125024,0.1454082,4.02407,0.2235814,1.090139,4.033007,0.3725028,1.263673,4.030481,0.4221485,1.027468,4.028208,0.02456176,1.059129,4.03899,0,0,
201610051627124663,5.002144,-47.5686,8.035169,9.440337,1.397918,69.36665,-7.902929,8.112439,-17.56039,-122.6884,-6.736707,18.747,-12.07827,116.4799,8.276451,14.62683,81.82785,110.1179,-16.57606,81.97762,80.38364,-5.600006,-9.537374,80.38216,1.704578,15.27542,0.06374397,1.725546,1.596503,86.23974,-7.842682,7.7949,20.9166,80.61732,-8.539973,22.54752,37.95467,-75.55021,10.98169,40.84621,0.2669649,0.832099,3.992681,0.1280259,0.826337,3.992681,0.3152496,0.495857,3.951715,0.08162044,0.4871595,3.972655,0.3239143,0.1563568,4.015096,0.0848422,0.150274,4.024341,0.1983496,1.089786,4.034145,0.3465526,1.263549,4.032228,0.3961102,1.027006,4.030848,-0.0001383303,1.058381,4.045967,0,0,
201610051627124939,4.777915,-47.25423,7.892521,9.206506,2.038241,67.88792,-8.226217,8.585341,-17.08387,-123.6517,-6.925427,18.38863,-13.10808,118.0025,8.444139,15.57964,82.15546,43.88276,-14.68284,82.2782,77.54423,23.75183,-5.386335,77.55252,1.773927,28.10382,0.07759126,1.789846,0.5142673,103.9052,-7.774068,6.978481,21.19202,81.52667,-8.257073,22.69504,32.69124,-77.27215,1.855238,35.23095,0.2355891,0.8317965,3.993011,0.09601748,0.8257444,3.993011,0.2830752,0.4961842,3.953619,0.04857854,0.4919945,3.96967,0.2897844,0.159991,4.01494,0.05094472,0.155402,4.024003,0.1662448,1.090033,4.034474,0.314231,1.263469,4.034158,0.3632633,1.027254,4.033977,-0.0320278,1.057021,4.049779,0,0,
201610051627125304,4.561717,-47.0077,7.750974,8.978646,2.614244,66.60249,-8.535024,9.023827,-16.60648,-124.7454,-7.128893,18.03736,-13.98582,119.0469,8.560933,16.37661,82.38877,-19.80756,-12.22071,82.48512,79.39911,-22.43979,-3.733605,79.38412,1.830995,37.97826,0.09512416,1.842039,-0.7910262,119.1306,-7.640989,5.97641,21.1278,80.70937,-7.657399,22.43194,25.92095,-78.32061,-8.904411,28.00376,0.2053553,0.8314902,3.993503,0.06517578,0.8251515,3.993503,0.2520531,0.4964254,3.955631,0.01673673,0.4965284,3.967236,0.2567239,0.1637774,4.014815,0.0180134,0.1603522,4.023654,0.1353194,1.090219,4.034963,0.2842959,1.263186,4.037344,0.3317605,1.02645,4.037035,-0.06257439,1.056155,4.054461,0,0,
201610051627125614,4.365043,-46.53893,7.584927,8.737721,2.995579,66.07784,-8.786401,9.347728,-16.21449,-125.6036,-7.226902,17.71829,-14.55042,119.7345,8.686971,16.90967,82.64235,-72.66077,-10.33358,82.71581,80.91327,10.69457,-2.693077,80.88261,1.89041,48.67444,0.0910392,1.897825,-1.642921,134.2289,-7.584442,5.365764,21.19768,80.76477,-7.154287,22.32883,20.33723,-78.70023,-16.06927,22.0186,0.1814869,0.8311851,3.993812,0.04082079,0.8247182,3.993812,0.2273429,0.4958931,3.957196,-0.008392106,0.5002147,3.965688,0.2305002,0.1668809,4.014621,-0.007777159,0.1643721,4.02335,0.1108783,1.090367,4.035272,0.260879,1.263018,4.039487,0.3069202,1.026459,4.039656,-0.08657873,1.056497,4.05735,0,0,
201610051627126024,4.192219,-46.65914,7.512268,8.5906,3.262745,65.80954,-9.022533,9.621404,-15.79805,-126.7466,-7.493703,17.45247,-14.80765,120.2996,8.890738,17.22285,82.80501,-126.2409,-8.526472,82.85314,82.25623,40.05832,-1.873325,82.20937,1.946402,60.75031,0.08989498,1.950161,-2.62948,73.80144,-7.485857,4.606828,21.36042,81.44039,-6.667949,22.31688,14.11285,-78.54025,-24.5316,15.34965,0.1554897,0.8308451,3.994341,0.0143496,0.8242781,3.994341,0.2009646,0.4957091,3.958946,-0.03569019,0.5034803,3.965091,0.2020809,0.1702847,4.014408,-0.0352333,0.1670492,4.023024,0.08438309,1.090459,4.035745,0.2352069,1.263032,4.041351,0.2800915,1.026428,4.04255,-0.1125535,1.05615,4.060784,0,0,
