timestamp,anglesHipRightX,anglesHipRightY,anglesHipRightZ,anglesHipRightAbs,anglesHipLeftX,anglesHipLeftY,anglesHipLeftZ,anglesHipLeftAbs,anglesKneeRightX,anglesKneeRightY,anglesKneeRightZ,anglesKneeRightAbs,anglesKneeLeftX,anglesKneeLeftY,anglesKneeLeftZ,anglesKneeLeftAbs,anglesAnkleRightX,anglesAnkleRightY,anglesAnkleRightZ,anglesAnkleRightAbs,anglesAnkleLeftX,anglesAnkleLeftY,anglesAnkleLeftZ,anglesAnkleLeftAbs,anglesSpineMidX,anglesSpineMidY,anglesSpineMidZ,anglesSpineMidAbs,anglesShoulderRightX,anglesShoulderRightY,anglesShoulderRightZ,anglesShoulderRightAbs,anglesElbowRightX,anglesElbowRightY,anglesElbowRightZ,anglesElbowRightAbs,anglesElbowLeftX,anglesElbowLeftY,anglesElbowLeftZ,anglesElbowLeftAbs,positionsHipRightX,positionsHipRightY,positionsHipRightZ,positionsHipLeftX,positionsHipLeftY,positionsHipLeftZ,positionsKneeRightX,positionsKneeRightY,positionsKneeRightZ,positionsKneeLeftX,positionsKneeLeftY,positionsKneeLeftZ,positionsAnkleRightX,positionsAnkleRightY,positionsAnkleRightZ,positionsAnkleLeftX,positionsAnkleLeftY,positionsAnkleLeftZ,positionsSpineMidX,positionsSpineMidY,positionsSpineMidZ,positionsShoulderRightX,positionsShoulderRightY,positionsShoulderRightZ,positionsElbowRightX,positionsElbowRightY,positionsElbowRightZ,positionsElbowLeftX,positionsElbowLeftY,positionsElbowLeftZ,Right,Left
201711292157549437,-3.543539,-40.7006,6.488461,7.379011,-1.54555,12.56024,-7.136188,7.299959,-0.6383684,-77.90318,-7.867596,7.875264,-2.978264,55.74186,5.054105,5.867158,80.98694,-164.495,-0.5519269,80.9812,79.55406,-158.4782,4.680373,79.57997,1.891488,94.38227,-0.0276019,1.891546,-5.916115,-79.94175,-21.64983,22.2373,59.45504,140.9749,-63.53685,75.98397,56.1703,-136.5792,51.6709,69.31429,0.07888908,0.8545906,3.617113,-0.05706297,0.8549409,3.617113,0.1191297,0.5146937,3.63774,-0.09859221,0.5104039,3.626076,0.1115347,0.1271555,3.665694,-0.1099066,0.153198,3.653911,0.009690122,1.157798,3.658595,0.1667863,1.344237,3.641892,0.2424612,1.150258,3.664369,-0.2261335,1.156264,3.666414,0,0,
201711292157549877,-3.506602,-41.31195,6.474605,7.349224,-1.548332,69.90266,-7.13635,7.300655,-0.6849467,-78.43248,-7.882743,7.89323,-2.992743,55.58438,5.029734,5.85332,80.99902,-164.1959,-0.5574415,80.99306,80.92903,-158.38,4.840449,80.95612,1.893779,94.89303,-0.03489672,1.893966,-5.702276,-80.79225,-21.6658,22.21078,59.69157,141.5993,-64.38252,76.49008,56.22918,-136.0351,51.88464,69.39513,0.07989935,0.8545898,3.617188,-0.05609948,0.8549516,3.617188,0.1200901,0.5145961,3.637578,-0.09759215,0.5105258,3.62614,0.1123039,0.1268528,3.665576,-0.1090398,0.1533764,3.654056,0.010668,1.157832,3.658688,0.1677769,1.344217,3.64192,0.2434875,1.150128,3.664467,-0.2251641,1.156188,3.665699,0,0,
201711292157550197,-3.481958,-41.06364,6.432122,7.300225,-1.549335,36.92112,-7.150424,7.314495,-0.6976075,-78.66325,-7.860381,7.871883,-3.08979,55.80664,5.016392,5.894099,80.9911,-163.9926,-0.6532348,80.98464,81.8216,-158.6178,4.849313,81.84872,1.894962,94.34589,-0.0374046,1.895199,-5.55263,-81.50894,-21.69809,22.2123,59.89516,142.0795,-65.06599,76.90722,55.32134,-135.3708,50.95603,68.44006,0.08225145,0.8546283,3.617263,-0.05381642,0.8549836,3.617263,0.1222587,0.5144217,3.637521,-0.09533291,0.510605,3.626214,0.1143957,0.1264906,3.665435,-0.1068464,0.1550317,3.654645,0.01295808,1.157837,3.658755,0.1700355,1.344278,3.641871,0.2458305,1.150063,3.664478,-0.2228808,1.156399,3.665226,0,0,
201711292157550518,-3.438568,-40.87366,6.403664,7.254686,-1.551208,9.122128,-7.1679,7.331871,-0.7492083,-79.452,-7.886571,7.902206,-3.167323,56.0678,5.018043,5.936484,81.00399,-163.3787,-0.860757,80.99611,82.73093,-158.8515,4.701783,82.75678,1.900151,94.06326,-0.04050228,1.900448,-5.359739,-82.27715,-21.7056,22.18222,60.1113,142.2971,-65.56576,77.23389,55.35625,-134.9133,51.12679,68.49764,0.08614353,0.8546205,3.617424,-0.04995415,0.855002,3.617424,0.1260537,0.5141972,3.637428,-0.0915107,0.5107636,3.626372,0.1178471,0.125652,3.665426,-0.1030292,0.1564397,3.655211,0.01683128,1.15782,3.65891,0.1738808,1.344332,3.641782,0.2497894,1.149989,3.664383,-0.2189944,1.156567,3.664805,0,0,
201711292157550889,-3.405629,-40.69505,6.379971,7.218258,-1.559799,-17.66746,-7.178008,7.343441,-0.7879416,-80.14979,-7.912764,7.931544,-3.212496,56.0577,5.004138,5.948211,81.01443,-162.79,-1.080092,81.0051,75.50388,-158.6758,4.086429,75.52843,1.905028,93.80202,-0.04309591,1.905379,-5.250287,-82.78269,-21.72223,22.17619,60.37202,142.4783,-65.95496,77.54494,55.23635,-134.7351,51.1944,68.44366,0.08963545,0.8546141,3.617553,-0.0465118,0.8550237,3.617553,0.1294633,0.5140078,3.637371,-0.08807848,0.5108778,3.626545,0.1209363,0.1248075,3.665444,-0.09969487,0.1569954,3.655692,0.02030724,1.157804,3.659036,0.1773477,1.344369,3.641691,0.2534012,1.150166,3.66444,-0.2155512,1.156945,3.664706,0,0,
201711292157551170,-3.390336,-40.40054,6.365357,7.198126,-1.569684,-43.14803,-7.181689,7.349004,-0.7974485,-80.73746,-7.942201,7.961803,-3.239321,56.02062,4.991708,5.951394,81.0135,-162.2328,-1.21756,81.00314,69.38889,-158.5996,3.613994,69.41402,1.909837,93.41456,-0.04425913,1.910219,-5.209335,-83.06055,-21.76521,22.20873,60.51139,142.69,-66.27439,77.77033,54.41957,-133.4118,49.37553,67.15995,0.0925357,0.8546135,3.617639,-0.0436753,0.8550735,3.617639,0.1323294,0.5138361,3.637386,-0.08522306,0.5109857,3.626688,0.1235177,0.1239069,3.665463,-0.09690138,0.1573316,3.656052,0.02318903,1.157795,3.659116,0.1802429,1.344404,3.641595,0.2564032,1.150312,3.664441,-0.2126836,1.157274,3.6647,0,0,
201711292157551521,-3.361005,-39.73825,6.354199,7.174412,-1.576375,-64.41728,-7.188259,7.356739,-0.8162726,-81.62024,-7.991792,8.01264,-3.266538,56.09745,4.989751,5.963495,81.00993,-161.4896,-1.32053,80.99854,63.69888,-158.4343,2.989266,63.71933,1.916211,92.62898,-0.04800415,1.916675,-5.105268,-83.59143,-21.78536,22.20722,59.85924,142.4642,-65.33421,77.05605,54.50666,-133.6547,50.03553,67.48627,0.09552293,0.8546211,3.617756,-0.04075712,0.8551257,3.617756,0.1353326,0.513581,3.637363,-0.08228941,0.5110886,3.626855,0.126134,0.1230473,3.665411,-0.09395961,0.1577121,3.656421,0.02613813,1.157794,3.659218,0.1832201,1.34445,3.6415,0.259451,1.150447,3.664414,-0.2097085,1.157331,3.664474,0,0,
201711292157551836,-3.329798,-38.13173,6.356681,7.162032,-1.569278,-84.09129,-7.196948,7.363652,-0.8379802,-81.85437,-8.003593,8.026699,-3.309032,56.25316,4.98802,5.984566,81.00548,-161.436,-1.425006,80.99365,58.95492,-158.3327,2.483789,58.97162,1.921458,91.01419,-0.04941053,1.921958,-5.161068,-83.69849,-21.85518,22.28404,60.16925,142.1877,-65.2842,77.16985,54.73,-134.1872,50.66853,67.91433,0.0971104,0.8546386,3.617868,-0.03922483,0.8551802,3.617868,0.1370092,0.5134617,3.637342,-0.08075851,0.5111545,3.626957,0.1278273,0.1233471,3.665334,-0.09243606,0.1579603,3.656775,0.02767618,1.157823,3.659289,0.1848034,1.344507,3.641395,0.2610444,1.150548,3.664387,-0.2082368,1.157693,3.664724,0,0,
201711292157552233,-3.275742,-35.30116,6.362513,7.142314,-1.546037,-101.1945,-7.210171,7.371803,-0.8680636,-82.356,-8.026246,8.052295,-3.3422,56.44221,4.995149,6.007782,80.99334,-161.2363,-1.484725,80.98119,54.3522,-158.1297,1.940533,54.36407,1.925394,88.39678,-0.05032155,1.925924,-5.209419,-83.70391,-21.92348,22.35767,60.43042,142.0279,-65.37395,77.32758,54.94029,-134.6884,51.26983,68.31979,0.09915166,0.854677,3.618058,-0.03719388,0.855258,3.618058,0.1391504,0.5133368,3.637303,-0.07877437,0.5112307,3.627081,0.129911,0.1235185,3.665191,-0.09045384,0.157924,3.657048,0.02970511,1.157865,3.659399,0.1868409,1.344608,3.641257,0.2631594,1.15069,3.664291,-0.2062631,1.158056,3.66488,0,0,
201711292157552654,-3.221144,-30.8345,6.378953,7.132005,-1.488299,-115.9165,-7.226988,7.37719,-0.8862356,-82.95296,-8.060903,8.088813,-3.3688,56.56039,4.998956,6.024771,80.97555,-160.9479,-1.309723,80.96413,50.37208,-157.7223,1.518248,50.38093,1.929864,84.74217,-0.0384692,1.93036,-5.324468,-82.92633,-22.00972,22.46139,60.68562,141.8656,-65.42259,77.46776,54.98896,-135.0999,51.45684,68.47253,0.09753564,0.8547586,3.618346,-0.03870523,0.8553737,3.618346,0.1376571,0.5131862,3.637417,-0.08042637,0.5112019,3.627138,0.1282943,0.1237194,3.66517,-0.09223221,0.1570685,3.657095,0.02812561,1.157899,3.659548,0.1852327,1.344761,3.641243,0.2616495,1.150877,3.664359,-0.2079597,1.1587,3.665062,0,0,
